character,film,line,processed_lines,line_count,neg,neu,pos,compound
HAN,EpisodeVI,Why don't you leave that crate and come with us?,"['leave', 'crate', 'come', 'us']",124,0.0,0.887,0.113,0.0382
LUKE,EpisodeVI,I have a promise I have to keep first... to an old friend.,"['promise', 'keep', 'first', 'old', 'friend']",112,0.0,0.667,0.333,0.6705
HAN,EpisodeVI,"Guess I owe you some thanks, too, Lando.","['guess', 'owe', 'thanks', 'lando']",124,0.0,0.707,0.293,0.4404
LANDO,EpisodeVI,"Figured if I left you frozen like that you'd just give me bad luck the rest of my life, so I might as well get you unfrozen sooner or later.","['figured', 'left', 'frozen', 'give', 'bad', 'luck', 'rest', 'life', 'might', 'unfrozen', 'sooner', 'later']",40,0.094,0.701,0.205,0.4767
LEIA,EpisodeVI,He means \You're welcome.\,"['means', 'welcome']",56,0.0,0.5,0.5,0.4588
LANDO,EpisodeVI,"Come on, let's get off this miserable dust ball.","['come', 'miserable', 'dust', 'ball']",40,0.319,0.681,0.0,-0.5789
LUKE,EpisodeVI,I'll meet you back at the fleet.,"['meet', 'back', 'fleet']",112,0.0,1.0,0.0,0.0
LEIA,EpisodeVI,Hurry. The Alliance should be assembled by now.,"['hurry', 'alliance', 'assembled', 'now']",56,0.0,1.0,0.0,0.0
LUKE,EpisodeVI,I will.,['will'],112,0.0,1.0,0.0,0.0
HAN,EpisodeVI,"Hey, Luke, thanks. Thanks for comin' after me. Now I owe you one.","['hey', 'luke', 'thanks', 'thanks', 'comin', 'now', 'owe', 'one']",124,0.0,0.655,0.345,0.7003
LUKE,EpisodeVI,"That's right, Artoo. We're going to the  Dagobah system. I have a promise to keep...  to an old friend.","['right', 'artoo', 'going', 'dagobah', 'system', 'promise', 'keep', 'old', 'friend']",112,0.0,0.756,0.244,0.6705
EMPEROR,EpisodeVI,"Rise, my friend.","['rise', 'friend']",39,0.0,0.385,0.615,0.4939
VADER,EpisodeVI,The Death Star will be completed on schedule.,"['death', 'star', 'will', 'completed', 'schedule']",43,0.358,0.642,0.0,-0.5994
EMPEROR,EpisodeVI,"You have done well, Lord Vader. And now I sense you wish to continue your search for young Skywalker.","['done', 'lord', 'vader', 'now', 'sense', 'wish', 'continue', 'search', 'young', 'skywalker']",39,0.0,0.78,0.22,0.5859
VADER,EpisodeVI,"Yes, my Master.","['yes', 'master']",43,0.0,0.426,0.574,0.4019
EMPEROR,EpisodeVI,"Patience, my friend. In time he will seek you out. And when he does, you must bring him before me. He has grown strong. Only together can we turn him to the dark side of the Force.","['patience', 'friend', 'time', 'will', 'seek', 'must', 'bring', 'grown', 'strong', 'together', 'turn', 'dark', 'side', 'force']",39,0.0,0.843,0.157,0.7579
VADER,EpisodeVI,As you wish.,['wish'],43,0.0,0.426,0.574,0.4019
EMPEROR,EpisodeVI,Everything is proceeding as I have foreseen.,"['everything', 'proceeding', 'foreseen']",39,0.0,1.0,0.0,0.0
YODA,EpisodeVI,Hmm. That face you make. Look I so old to young eyes?,"['hmm', 'face', 'make', 'look', 'old', 'young', 'eyes']",13,0.0,1.0,0.0,0.0
LUKE,EpisodeVI,No... of course not.,['course'],112,0.0,1.0,0.0,0.0
YODA,EpisodeVI,"I do, yes, I do!  Sick have I become. Old and weak.  When nine hundred years old you reach, look as good you will not. Hmm?","['yes', 'sick', 'become', 'old', 'weak', 'nine', 'hundred', 'years', 'old', 'reach', 'look', 'good', 'will', 'hmm']",13,0.181,0.614,0.204,-0.2003
YODA,EpisodeVI,"Soon will I rest. Yes, forever sleep. Earned it, I have.","['soon', 'will', 'rest', 'yes', 'forever', 'sleep', 'earned']",13,0.0,0.787,0.213,0.4019
LUKE,EpisodeVI,"Master Yoda, you can't die.","['master', 'yoda', 'die']",112,0.0,0.56,0.44,0.4847
YODA,EpisodeVI,Strong am I with the Force... but not that strong! Twilight is upon me and soon night must fall. That is the way of things ... the way of the Force.,"['strong', 'force', 'strong', 'twilight', 'upon', 'soon', 'night', 'must', 'fall', 'way', 'things', 'way', 'force']",13,0.11,0.829,0.061,-0.4009
LUKE,EpisodeVI,But I need your help. I've come back to complete the training.,"['need', 'help', 'come', 'back', 'complete', 'training']",112,0.0,0.756,0.244,0.5499
YODA,EpisodeVI,No more training do you require. Already know you that which you need.,"['training', 'require', 'already', 'know', 'need']",13,0.155,0.845,0.0,-0.296
LUKE,EpisodeVI,Then I am a Jedi?,['jedi'],112,0.0,1.0,0.0,0.0
YODA,EpisodeVI,"Ohhh. Not yet. One thing remains: Vader. You must confront Vader. Then, only then, a Jedi will you be. And confront him you will.","['ohhh', 'yet', 'one', 'thing', 'remains', 'vader', 'must', 'confront', 'vader', 'jedi', 'will', 'confront', 'will']",13,0.134,0.866,0.0,-0.34
LUKE,EpisodeVI,Master Yoda... is Darth Vader my father?,"['master', 'yoda', 'darth', 'vader', 'father']",112,0.0,1.0,0.0,0.0
YODA,EpisodeVI,Mmm... rest I need. Yes... rest.,"['mmm', 'rest', 'need', 'yes', 'rest']",13,0.0,0.649,0.351,0.4019
LUKE,EpisodeVI,"Yoda, I must know.","['yoda', 'must', 'know']",112,0.0,1.0,0.0,0.0
YODA,EpisodeVI,Your father he is.,['father'],13,0.0,1.0,0.0,0.0
YODA,EpisodeVI,"Told you, did he?",['told'],13,0.0,1.0,0.0,0.0
LUKE,EpisodeVI,Yes.,['yes'],112,0.0,0.0,1.0,0.4019
YODA,EpisodeVI,"Unexpected this is, and unfortunate..","['unexpected', 'unfortunate']",13,0.429,0.571,0.0,-0.4588
LUKE,EpisodeVI,Unfortunate that I know the truth?,"['unfortunate', 'know', 'truth']",112,0.323,0.43,0.247,-0.1779
YODA,EpisodeVI,No. Unfortunate that you rushed to face him... that incomplete was your training. Not ready for the burden were you.,"['unfortunate', 'rushed', 'face', 'incomplete', 'training', 'ready', 'burden']",13,0.32,0.68,0.0,-0.7912
LUKE,EpisodeVI,"Well, I'm sorry.",['sorry'],112,0.295,0.227,0.477,0.2023
YODA,EpisodeVI,"Remember, a Jedi's strength flows from the Force.  But beware.  Anger, fear, aggression. The dark side are they.  Once you start down the dark path, forever will it dominate your destiny.","['remember', 'jedis', 'strength', 'flows', 'force', 'beware', 'anger', 'fear', 'aggression', 'dark', 'side', 'start', 'dark', 'path', 'forever', 'will', 'dominate', 'destiny']",13,0.331,0.619,0.05,-0.9153
YODA,EpisodeVI,"Luke...Luke...Do not...Do not underestimate the powers of the Emperor, or suffer your father's fate, you will. Luke, when gone am I , the last of the Jedi will you be. Luke, the Force runs strong in your family. Pass on what you have learned, Luke...  There is... another...Sky...Sky...walker.","['lukelukedo', 'notdo', 'underestimate', 'powers', 'emperor', 'suffer', 'fathers', 'fate', 'will', 'luke', 'gone', 'last', 'jedi', 'will', 'luke', 'force', 'runs', 'strong', 'family', 'pass', 'learned', 'luke', 'anotherskyskywalker']",13,0.065,0.838,0.097,0.1749
LUKE,EpisodeVI,"I can't do it, Artoo. I can't go on alone.","['artoo', 'go', 'alone']",112,0.0,0.838,0.162,0.1877
BEN,EpisodeVI,Yoda will always be with you.,"['yoda', 'will', 'always']",18,0.0,1.0,0.0,0.0
LUKE,EpisodeVI,Obi-Wan! Why didn't you tell me?,"['obiwan', 'tell']",112,0.0,1.0,0.0,0.0
LUKE,EpisodeVI,You told me Vader betrayed and murdered my father.,"['told', 'vader', 'betrayed', 'murdered', 'father']",112,0.545,0.455,0.0,-0.8555
BEN,EpisodeVI,"You father was seduced by the dark side of the Force. He ceased to be Anakin Skywalker and became Darth Vader. When that happened, the good man who was your father was destroyed. So what I have told you was true... from a certain point of view.","['father', 'seduced', 'dark', 'side', 'force', 'ceased', 'anakin', 'skywalker', 'became', 'darth', 'vader', 'happened', 'good', 'man', 'father', 'destroyed', 'told', 'true', 'certain', 'point', 'view']",18,0.103,0.757,0.141,0.2732
LUKE,EpisodeVI,A certain point of view!,"['certain', 'point', 'view']",112,0.0,0.626,0.374,0.3382
BEN,EpisodeVI,"Luke, you're going to find that many of the truths we cling to depend greatly on our own point of view.","['luke', 'going', 'find', 'many', 'truths', 'cling', 'depend', 'greatly', 'point', 'view']",18,0.0,0.877,0.123,0.4215
BEN,EpisodeVI,"I don't blame you for being angry. If I was wrong in what I did, it certainly wouldn't have been for the first time. You see, what happened to your father was my fault.","['blame', 'angry', 'wrong', 'certainly', 'first', 'time', 'see', 'happened', 'father', 'fault']",18,0.214,0.682,0.104,-0.6872
BEN,EpisodeVI,Anakin was a good friend.,"['anakin', 'good', 'friend']",18,0.0,0.33,0.67,0.7269
BEN,EpisodeVI,"When I first knew him, your father was already a great pilot. But I was amazed how strongly the Force was with him.  I took it upon myself to train him as a Jedi.  I thought that I could instruct him just as well as Yoda.  I was wrong.  My pride has had terrible consequences for the galaxy.","['first', 'knew', 'father', 'already', 'great', 'pilot', 'amazed', 'strongly', 'force', 'took', 'upon', 'train', 'jedi', 'thought', 'instruct', 'yoda', 'wrong', 'pride', 'terrible', 'consequences', 'galaxy']",18,0.111,0.684,0.205,0.714
LUKE,EpisodeVI,There's still good in him.,"['still', 'good']",112,0.0,0.58,0.42,0.4404
BEN,EpisodeVI,I also thought he could be turned back to the good side. It couldn't be done. He is more machine now than man. Twisted and evil.,"['thought', 'turned', 'back', 'good', 'side', 'done', 'machine', 'now', 'man', 'twisted', 'evil']",18,0.141,0.767,0.093,-0.3612
LUKE,EpisodeVI,"I can't do it, Ben.",['ben'],112,0.0,1.0,0.0,0.0
BEN,EpisodeVI,You cannot escape your destiny.,"['escape', 'destiny']",18,0.275,0.725,0.0,-0.1326
LUKE,EpisodeVI,I tried to stop him once. I couldn't do it.,"['tried', 'stop']",112,0.196,0.804,0.0,-0.296
BEN,EpisodeVI,"Vader humbled you when first you met him, Luke...but that experience was part of your training. It taught you, among other things, the value of patience.  Had you not been so impatient to defeat Vader then, you could have finished your training here with Yoda. You would have been prepared.","['vader', 'humbled', 'first', 'met', 'lukebut', 'experience', 'part', 'training', 'taught', 'among', 'things', 'value', 'patience', 'impatient', 'defeat', 'vader', 'finished', 'training', 'yoda', 'prepared']",18,0.109,0.815,0.076,-0.4272
LUKE,EpisodeVI,But I had to help my friends.,"['help', 'friends']",112,0.0,0.394,0.606,0.8271
BEN,EpisodeVI,"And did you help them? It was they who had to save you. You achieved little by rushing back prematurely, I fear.","['help', 'save', 'achieved', 'little', 'rushing', 'back', 'prematurely', 'fear']",18,0.114,0.676,0.21,0.4019
LUKE,EpisodeVI,I found out Darth Vader was my father.,"['found', 'darth', 'vader', 'father']",112,0.0,1.0,0.0,0.0
BEN,EpisodeVI,"To be a Jedi, Luke, you must confront and then go beyond the dark side - the side your father couldn't get past. Impatience is the easiest door - for you, like your father. Only, your father was seduced by what he found on the other side of the door, and you have held firm. You're no longer so reckless now, Luke. You are strong and patient. And now, you must face Darth Vader again!","['jedi', 'luke', 'must', 'confront', 'go', 'beyond', 'dark', 'side', 'side', 'father', 'past', 'impatience', 'easiest', 'door', 'father', 'father', 'seduced', 'found', 'side', 'door', 'held', 'firm', 'longer', 'reckless', 'now', 'luke', 'strong', 'patient', 'now', 'must', 'face', 'darth', 'vader']",18,0.107,0.765,0.128,0.4274
LUKE,EpisodeVI,I can't kill my own father.,"['kill', 'father']",112,0.0,0.572,0.428,0.5773
BEN,EpisodeVI,Then the Emperor has already won. You were our only hope.,"['emperor', 'already', 'won', 'hope']",18,0.0,0.577,0.423,0.765
LUKE,EpisodeVI,Yoda spoke of another.,"['yoda', 'spoke', 'another']",112,0.0,1.0,0.0,0.0
BEN,EpisodeVI,The other he spoke of is your twin sister.,"['spoke', 'twin', 'sister']",18,0.0,1.0,0.0,0.0
LUKE,EpisodeVI,But I have no sister.,['sister'],112,0.412,0.588,0.0,-0.4215
BEN,EpisodeVI,"Hmm. To protect you both from the Emperor, you were hidden from your father when you were born. The Emperor knew, as I did, if Anakin were to have any offspring, they would be a threat to him. That is the reason why your sister remains safely anonymous.","['hmm', 'protect', 'emperor', 'hidden', 'father', 'born', 'emperor', 'knew', 'anakin', 'offspring', 'threat', 'reason', 'sister', 'remains', 'safely', 'anonymous']",18,0.063,0.83,0.107,0.34
LUKE,EpisodeVI,Leia! Leia's my sister.,"['leia', 'leias', 'sister']",112,0.0,1.0,0.0,0.0
BEN,EpisodeVI,"Your insight serves you well. Bury your feelings deep down, Luke. They do you credit. But they could be made to serve the Emperor.","['insight', 'serves', 'bury', 'feelings', 'deep', 'luke', 'credit', 'made', 'serve', 'emperor']",18,0.0,0.868,0.132,0.3291
BEN,EpisodeVI,"When your father left, he didn't know your mother was pregnant. Your mother and I knew he would find out eventually, but we wanted to keep you both as safe as possible, for as long as possible.  So I took you to live with my brother Owen on Tatooine... and your mother took Leia to live as the daughter of Senator Organa, on Alderaan.","['father', 'left', 'know', 'mother', 'pregnant', 'mother', 'knew', 'find', 'eventually', 'wanted', 'keep', 'safe', 'possible', 'long', 'possible', 'took', 'live', 'brother', 'owen', 'tatooine', 'mother', 'took', 'leia', 'live', 'daughter', 'senator', 'organa', 'alderaan']",18,0.0,0.942,0.058,0.5927
BEN,EpisodeVI,"The Organa household was high-born and politically quite powerful in that system. Leia became a princess by virtue of lineage... no one knew she'd been adopted, of course. But it was a title without real power, since Alderaan had long been a democracy.  Even so, the family continued to be politically powerful, and Leia, following in her foster father's path, became a senator as well.  That's not all she became, of course... she became the leader of her cell in the Alliance against the corrupt Empire. And because she had diplomatic immunity, she was a vital link for getting information to the Rebel cause.  That's what she was doing when her path crossed yours... for her foster parents had always told her to contact me on Tatooine, if her troubles became desperate.","['organa', 'household', 'highborn', 'politically', 'quite', 'powerful', 'system', 'leia', 'became', 'princess', 'virtue', 'lineage', 'one', 'knew', 'adopted', 'course', 'title', 'without', 'real', 'power', 'alderaan', 'long', 'democracy', 'even', 'family', 'continued', 'politically', 'powerful', 'leia', 'following', 'foster', 'fathers', 'path', 'became', 'senator', 'became', 'course', 'became', 'leader', 'cell', 'alliance', 'corrupt', 'empire', 'diplomatic', 'immunity', 'vital', 'link', 'getting', 'information', 'rebel', 'cause', 'path', 'crossed', 'foster', 'parents', 'always', 'told', 'contact', 'tatooine', 'troubles', 'became', 'desperate']",18,0.067,0.843,0.09,0.5017
LUKE,EpisodeVI,"But you can't let her get involved now, Ben. Vader will destroy her.","['let', 'involved', 'now', 'ben', 'vader', 'will', 'destroy']",112,0.284,0.716,0.0,-0.6956
BEN,EpisodeVI,"She hasn't been trained in the ways of the Jedi the way you have, Luke ... but the Force is strong with her, as it is with all of your family. There is no avoiding the battle. You must face and destroy Vader!","['trained', 'ways', 'jedi', 'way', 'luke', 'force', 'strong', 'family', 'avoiding', 'battle', 'must', 'face', 'destroy', 'vader']",18,0.155,0.716,0.129,-0.3481
HAN,EpisodeVI,"Well, look at you, a general, huh?","['look', 'general', 'huh']",124,0.0,0.741,0.259,0.2732
LANDO,EpisodeVI,"Oh, well, someone must have told them about my little maneuver at the battle of Taanab.","['oh', 'someone', 'must', 'told', 'little', 'maneuver', 'battle', 'taanab']",40,0.139,0.749,0.112,-0.128
HAN,EpisodeVI,"Well, don't look at me, pal. I just said you were a fair pilot. I didn't know they were lookin' for somebody to lead this crazy attack.","['look', 'pal', 'said', 'fair', 'pilot', 'know', 'lookin', 'somebody', 'lead', 'crazy', 'attack']",124,0.176,0.692,0.132,-0.3506
LANDO,EpisodeVI,I'm surprised they didn't ask you to do it.,"['surprised', 'ask']",40,0.0,0.808,0.192,0.2263
HAN,EpisodeVI,"Well, who says they didn't.  But I ain't crazy. You're the respectable one, remember?","['says', 'aint', 'crazy', 'respectable', 'one', 'remember']",124,0.0,0.58,0.42,0.7878
ACKBAR,EpisodeVI,"You can see here the Death Star orbiting the forest Moon of Endor. Although the weapon systems on this Death Star are not yet operational, the Death Star does have a strong defense mechanism. It is protected by an energy shield, which is generated from the nearby forest Moon of Endor. The shield must be deactivated if any attack is to be attempted. Once the shield is down, our cruisers will create a perimeter, while the fighters fly into the superstructure and attempt to knock out the main reactor.","['see', 'death', 'star', 'orbiting', 'forest', 'moon', 'endor', 'although', 'weapon', 'systems', 'death', 'star', 'yet', 'operational', 'death', 'star', 'strong', 'defense', 'mechanism', 'protected', 'energy', 'shield', 'generated', 'nearby', 'forest', 'moon', 'endor', 'shield', 'must', 'deactivated', 'attack', 'attempted', 'shield', 'cruisers', 'will', 'create', 'perimeter', 'fighters', 'fly', 'superstructure', 'attempt', 'knock', 'main', 'reactor']",14,0.174,0.717,0.109,-0.8412
ACKBAR,EpisodeVI,General Calrissian has volunteered to lead the fighter attack,"['general', 'calrissian', 'volunteered', 'lead', 'fighter', 'attack']",14,0.265,0.598,0.137,-0.3612
HAN,EpisodeVI,Good luck.,"['good', 'luck']",124,0.0,0.0,1.0,0.7096
HAN,EpisodeVI,You're gonna need it.,"['gon', 'na', 'need']",124,0.0,1.0,0.0,0.0
ACKBAR,EpisodeVI,General Madine.,"['general', 'madine']",14,0.0,1.0,0.0,0.0
THREEPIO,EpisodeVI,Sounds dangerous.,"['sounds', 'dangerous']",90,0.756,0.244,0.0,-0.4767
LEIA,EpisodeVI,I wonder who they found to pull that off.,"['wonder', 'found', 'pull']",56,0.0,1.0,0.0,0.0
HAN,EpisodeVI,"Uh, my team's ready. I don't have a command crew for the shuttle.","['uh', 'teams', 'ready', 'command', 'crew', 'shuttle']",124,0.0,0.828,0.172,0.3612
HAN,EpisodeVI,"Well, it's gonna be rough, pal. I didn't want to speak for you.","['gon', 'na', 'rough', 'pal', 'want', 'speak']",124,0.085,0.768,0.147,0.2211
HAN,EpisodeVI,That's one.,['one'],124,0.0,1.0,0.0,0.0
LEIA,EpisodeVI,"Uh, General... count me in.","['uh', 'general', 'count']",56,0.0,1.0,0.0,0.0
VOICE,EpisodeVI,"I'm with you, too!",[],1,0.0,1.0,0.0,0.0
LEIA,EpisodeVI,What is it?,[],56,0.0,1.0,0.0,0.0
LUKE,EpisodeVI,Ask me again sometime.,"['ask', 'sometime']",112,0.0,1.0,0.0,0.0
HAN,EpisodeVI,Luke.,['luke'],124,0.0,1.0,0.0,0.0
LUKE,EpisodeVI,"Hi, Han... Chewie.","['hi', 'han', 'chewie']",112,0.0,1.0,0.0,0.0
THREEPIO,EpisodeVI,\Exciting\ is hardly the word I would use.,"['exciting', 'hardly', 'word', 'use']",90,0.0,0.686,0.314,0.4939
HAN,EpisodeVI,Look. I want you to take her. I mean it. Take her. You need all the help you can get. She's the fastest ship in the fleet.,"['look', 'want', 'take', 'mean', 'take', 'need', 'help', 'fastest', 'ship', 'fleet']",124,0.0,0.862,0.138,0.4588
LANDO,EpisodeVI,"All right, old buddy. You know, I know what she means to you. I'll take good care of her. She-she won't get a scratch. All right?","['right', 'old', 'buddy', 'know', 'know', 'means', 'take', 'good', 'care', 'sheshe', 'scratch', 'right']",40,0.0,0.797,0.203,0.7269
HAN,EpisodeVI,Right. I got your promise now. Not a scratch.,"['right', 'got', 'promise', 'now', 'scratch']",124,0.0,0.777,0.223,0.3182
LANDO,EpisodeVI,"Look, would you get going, you pirate.","['look', 'going', 'pirate']",40,0.0,1.0,0.0,0.0
LANDO,EpisodeVI,Good luck.,"['good', 'luck']",40,0.0,0.0,1.0,0.7096
HAN,EpisodeVI,"You, too.",[],124,0.0,1.0,0.0,0.0
HAN,EpisodeVI,You got her warmed?,"['got', 'warmed']",124,0.0,0.588,0.412,0.2732
LUKE,EpisodeVI,"Yeah, she's comin' up.","['yeah', 'comin']",112,0.0,0.577,0.423,0.296
HAN,EpisodeVI,"No. I don't think the Empire had Wookiees in mind when they designed her, Chewie.","['think', 'empire', 'wookiees', 'mind', 'designed', 'chewie']",124,0.0,1.0,0.0,0.0
LEIA,EpisodeVI,"Hey, are you awake?","['hey', 'awake']",56,0.0,1.0,0.0,0.0
HAN,EpisodeVI,"Yeah, I just got a funny feeling. Like I'm not gonna see her again.","['yeah', 'got', 'funny', 'feeling', 'gon', 'na', 'see']",124,0.0,0.524,0.476,0.7964
LEIA,EpisodeVI,"Come on, General, let's move.","['come', 'general', 'move']",56,0.0,1.0,0.0,0.0
HAN,EpisodeVI,"Right. Chewie, let's see what this piece of junk can do. Ready, everybody?","['right', 'chewie', 'see', 'piece', 'junk', 'ready', 'everybody']",124,0.0,0.828,0.172,0.3612
LUKE,EpisodeVI,All set.,['set'],112,0.0,1.0,0.0,0.0
THREEPIO,EpisodeVI,Here we go again.,['go'],90,0.0,1.0,0.0,0.0
HAN,EpisodeVI,"All right, hang on.","['right', 'hang']",124,0.0,1.0,0.0,0.0
VADER,EpisodeVI,"What is thy bidding, my Master?","['thy', 'bidding', 'master']",43,0.0,1.0,0.0,0.0
